"location_id","location_description","easting","northing","latitude","longitude","date_taken","sample_id","analysis_name","question","response","units","taxon","mean_alkalinity","result_id","taxon_id","grid_reference","standard","quality_element","season","water_body_id"
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Site altitude","7","NONE",NA,75,"2017-07-2013:15:003256506465320867SitealtitudeNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Source altitude","210","NONE",NA,75,"2017-07-2013:15:00325650646532080210SourcealtitudeNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","nems alkalinity","118.8889","NONE",NA,75,"2017-07-2013:15:00325650646532081118.8889nemsalkalinityNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Mean alkalinity","118.8889","NONE",NA,75,"2017-07-2013:15:00325650646532082118.8889MeanalkalinityNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","nems slope","2.6000","NONE",NA,75,"2017-07-2013:15:003256506465320832.6000nemsslopeNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Slope","2.6000","NONE",NA,75,"2017-07-2013:15:003256506465320842.6000SlopeNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Dist to source","36.4","NONE",NA,75,"2017-07-2013:15:0032565064653208536.4DisttosourceNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Site NGR","NO 41452 15796","NONE",NA,75,"2017-07-2013:15:00325650646532087NO4145215796SiteNGRNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Easting","341452","NONE",NA,75,"2017-07-2013:15:00325650646532088341452EastingNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Northing","715796","NONE",NA,75,"2017-07-2013:15:00325650646532089715796NorthingNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_R_RCH","Sampling method","Sepa Method","NONE",NA,75,"2017-07-2013:15:00325650646532079SepaMethodSamplingmethodNA",NA,"NO 41452 15796","Macrophyte Reach Survey","Macrophyte Reach Survey","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","XC_RMNI_RQB","1.0145694371","NONE",NA,75,"2017-07-2013:15:003256506496685191.0145694371XC_RMNI_RQBNA",NA,"NO 41452 15796","XC_RMNI_RQB","XC_RMNI_RQB","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","XC_RMNI","6.359777","NONE",NA,75,"2017-07-2013:15:003256506496685166.359777XC_RMNINA",NA,"NO 41452 15796","XC_RMNI","XC_RMNI","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","XC_Nataxa","7.910546","NONE",NA,75,"2017-07-2013:15:003256506496685177.910546XC_NataxaNA",NA,"NO 41452 15796","XC_Nataxa","XC_Nataxa","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","XC_NFG","5.111323","NONE",NA,75,"2017-07-2013:15:003256506496685185.111323XC_NFGNA",NA,"NO 41452 15796","XC_NFG","XC_NFG","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","XC_Min_richness","0.782576","NONE",NA,75,"2017-07-2013:15:003256506496685200.782576XC_Min_richnessNA",NA,"NO 41452 15796","XC_Min_richness","XC_Min_richness","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","XC_ richness_RQB","0.744207","NONE",NA,75,"2017-07-2013:15:003256506496685210.744207XC_richness_RQBNA",NA,"NO 41452 15796","XC_ richness_RQB","XC_ richness_RQB","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","Algal_RQB","0.199940","NONE",NA,75,"2017-07-2013:15:003256506496685220.199940Algal_RQBNA",NA,"NO 41452 15796","Algal_RQB","Algal_RQB","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","Int_RQB","0.924449","NONE",NA,75,"2017-07-2013:15:003256506496685230.924449Int_RQBNA",NA,"NO 41452 15796","Int_RQB","Int_RQB","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","XC_Wt_algal","0.994013","NONE",NA,75,"2017-07-2013:15:003256506496685240.994013XC_Wt_algalNA",NA,"NO 41452 15796","XC_Wt_algal","XC_Wt_algal","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","Loc RQB","0.56","NONE",NA,75,"2017-07-2013:15:003256506496685250.56LocRQBNA",NA,"NO 41452 15796","Loc RQB","Loc RQB","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-07-20 13:15:00,3256506,"MAC_WFD","Interim Loc rank","MODERATE","NONE",NA,75,"2017-07-2013:15:00325650649668526MODERATEInterimLocrankNA",NA,"NO 41452 15796","Interim Loc rank","Interim Loc rank","SUM",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-05-17 16:00:00,3201863,"FW_TAX_ID","Taxon abundance","53","NONE","Baetidae",75,"2017-05-1716:00:0032018634550384853TaxonabundanceBaetidae",253,"NO 41452 15796","Invert Taxa Family Lab","Invert Taxa Family Lab","SPR",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-05-17 16:00:00,3201863,"FW_TAX_ID","Taxon abundance","2","NONE","Hydrobiidae",75,"2017-05-1716:00:003201863463788232TaxonabundanceHydrobiidae",100,"NO 41452 15796","Invert Taxa Family Lab","Invert Taxa Family Lab","SPR",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-05-17 16:00:00,3201863,"FW_TAX_ID","Taxon abundance","2","NONE","Sphaeriidae",75,"2017-05-1716:00:003201863463788242TaxonabundanceSphaeriidae",243,"NO 41452 15796","Invert Taxa Family Lab","Invert Taxa Family Lab","SPR",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-05-17 16:00:00,3201863,"FW_TAX_ID","Taxon abundance","1","NONE","Erpobdellidae",75,"2017-05-1716:00:003201863463788251TaxonabundanceErpobdellidae",97,"NO 41452 15796","Invert Taxa Family Lab","Invert Taxa Family Lab","SPR",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-05-17 16:00:00,3201863,"FW_TAX_ID","Taxon abundance","1","NONE","Glossiphoniidae",75,"2017-05-1716:00:003201863463788261TaxonabundanceGlossiphoniidae",262,"NO 41452 15796","Invert Taxa Family Lab","Invert Taxa Family Lab","SPR",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-05-17 16:00:00,3201863,"FW_TAX_ID","BMWP Score","68","NONE",NA,75,"2017-05-1716:00:0032018634637882868BMWPScoreNA",NA,"NO 41452 15796","Invert Taxa Family Lab","Invert Taxa Family Lab","SPR",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-05-17 16:00:00,3201863,"FW_TAX_ID","Number of Scoring Taxa","14","NONE",NA,75,"2017-05-1716:00:0032018634637882914NumberofScoringTaxaNA",NA,"NO 41452 15796","Invert Taxa Family Lab","Invert Taxa Family Lab","SPR",3100
8175,"River Eden @ Kemback Gauging Station",341452,715796,56.3308948,-2.9484538,2017-05-17 16:00:00,3201863,"FW_TAX_ID","ASPT","4.86","NONE",NA,75,"2017-05-1716:00:003201863463788304.86ASPTNA",NA,"NO 41452 15796","Invert Taxa Family Lab","Invert Taxa Family Lab","SPR",3100
